path,fileNameBase,f3_param,medianKernelSize,removeBelowThisPercent,removeSmallerThan,analysisDate,analysisTime,channel,tiffHeader,zVoxel,xVoxel,yVoxel,zOrigPixel,xOrigPixel,yOrigPixel,firstSlice,lastSlice,zFinalPixel,xFinalPixel,yFinalPixel,saveBase
,20200720__A01_G001_0024_ch2,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.09,2200,20200817,09:14:19,2,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200720'), ('filename', '20200720__A01_G001_0024_ch2.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 96), ('path', '/Users/cudmore/data/20200720/20200720__A01_G001_0024_ch2.tif')])",1,0.3977476346942534,0.3977476346942534,96,800,800,,,96,740,740,/Users/cudmore/data/20200720/aicsAnalysis/20200720__A01_G001_0024_ch2
,20200720__A01_G001_0025_ch2,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.09,2200,20200817,09:17:15,2,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200720'), ('filename', '20200720__A01_G001_0025_ch2.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 96), ('path', '/Users/cudmore/data/20200720/20200720__A01_G001_0025_ch2.tif')])",1,0.3977476346942534,0.3977476346942534,96,800,800,,,96,740,740,/Users/cudmore/data/20200720/aicsAnalysis/20200720__A01_G001_0025_ch2
,20200720__A01_G001_0026_ch2,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.09,2200,20200817,09:17:23,2,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200720'), ('filename', '20200720__A01_G001_0026_ch2.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 96), ('path', '/Users/cudmore/data/20200720/20200720__A01_G001_0026_ch2.tif')])",1,0.3977476346942534,0.3977476346942534,96,800,800,,,96,740,740,/Users/cudmore/data/20200720/aicsAnalysis/20200720__A01_G001_0026_ch2
,20200720__A01_G001_0027_ch2,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.09,2200,20200817,09:17:46,2,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200720'), ('filename', '20200720__A01_G001_0027_ch2.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 96), ('path', '/Users/cudmore/data/20200720/20200720__A01_G001_0027_ch2.tif')])",1,0.3977476346942534,0.3977476346942534,96,800,800,,,96,740,740,/Users/cudmore/data/20200720/aicsAnalysis/20200720__A01_G001_0027_ch2
,20200720__A01_G001_0028_ch2,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.09,2200,20200817,09:20:33,2,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200720'), ('filename', '20200720__A01_G001_0028_ch2.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 96), ('path', '/Users/cudmore/data/20200720/20200720__A01_G001_0028_ch2.tif')])",1,0.3977476346942534,0.3977476346942534,96,800,800,,,96,740,740,/Users/cudmore/data/20200720/aicsAnalysis/20200720__A01_G001_0028_ch2
,20200720__A01_G001_0029_ch2,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.09,2200,20200817,09:20:48,2,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200720'), ('filename', '20200720__A01_G001_0029_ch2.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 96), ('path', '/Users/cudmore/data/20200720/20200720__A01_G001_0029_ch2.tif')])",1,0.3977476346942534,0.3977476346942534,96,800,800,,,96,740,740,/Users/cudmore/data/20200720/aicsAnalysis/20200720__A01_G001_0029_ch2
,20200720__A01_G001_0030_ch2,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.09,2200,20200817,09:21:06,2,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200720'), ('filename', '20200720__A01_G001_0030_ch2.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 96), ('path', '/Users/cudmore/data/20200720/20200720__A01_G001_0030_ch2.tif')])",1,0.3977476346942534,0.3977476346942534,96,800,800,,,96,740,740,/Users/cudmore/data/20200720/aicsAnalysis/20200720__A01_G001_0030_ch2
,20200720__A01_G001_0031_ch2,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.09,2200,20200817,09:23:49,2,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200720'), ('filename', '20200720__A01_G001_0031_ch2.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 96), ('path', '/Users/cudmore/data/20200720/20200720__A01_G001_0031_ch2.tif')])",1,0.3977476346942534,0.3977476346942534,96,800,800,,,96,740,740,/Users/cudmore/data/20200720/aicsAnalysis/20200720__A01_G001_0031_ch2
,20200720__A01_G001_0032_ch2,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.09,2200,20200817,09:24:08,2,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200720'), ('filename', '20200720__A01_G001_0032_ch2.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 96), ('path', '/Users/cudmore/data/20200720/20200720__A01_G001_0032_ch2.tif')])",1,0.3977476346942534,0.3977476346942534,96,800,800,,,96,740,740,/Users/cudmore/data/20200720/aicsAnalysis/20200720__A01_G001_0032_ch2
,20200720__A01_G001_0033_ch2,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.09,2200,20200817,09:24:29,2,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200720'), ('filename', '20200720__A01_G001_0033_ch2.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 96), ('path', '/Users/cudmore/data/20200720/20200720__A01_G001_0033_ch2.tif')])",1,0.3977476346942534,0.3977476346942534,96,800,800,,,96,740,740,/Users/cudmore/data/20200720/aicsAnalysis/20200720__A01_G001_0033_ch2
,20200720__A01_G001_0034_ch2,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.09,2200,20200817,09:27:04,2,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200720'), ('filename', '20200720__A01_G001_0034_ch2.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 96), ('path', '/Users/cudmore/data/20200720/20200720__A01_G001_0034_ch2.tif')])",1,0.3977476346942534,0.3977476346942534,96,800,800,,,96,740,740,/Users/cudmore/data/20200720/aicsAnalysis/20200720__A01_G001_0034_ch2
,20200720__A01_G001_0035_ch2,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.09,2200,20200817,09:27:24,2,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200720'), ('filename', '20200720__A01_G001_0035_ch2.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 96), ('path', '/Users/cudmore/data/20200720/20200720__A01_G001_0035_ch2.tif')])",1,0.3977476346942534,0.3977476346942534,96,800,800,,,96,740,740,/Users/cudmore/data/20200720/aicsAnalysis/20200720__A01_G001_0035_ch2
,20200720__A01_G001_0036_ch2,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.09,2200,20200817,09:27:50,2,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200720'), ('filename', '20200720__A01_G001_0036_ch2.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 96), ('path', '/Users/cudmore/data/20200720/20200720__A01_G001_0036_ch2.tif')])",1,0.3977476346942534,0.3977476346942534,96,800,800,,,96,740,740,/Users/cudmore/data/20200720/aicsAnalysis/20200720__A01_G001_0036_ch2
,20200720__A01_G001_0037_ch2,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.09,2200,20200817,09:30:20,2,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200720'), ('filename', '20200720__A01_G001_0037_ch2.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 96), ('path', '/Users/cudmore/data/20200720/20200720__A01_G001_0037_ch2.tif')])",1,0.3977476346942534,0.3977476346942534,96,800,800,,,96,740,740,/Users/cudmore/data/20200720/aicsAnalysis/20200720__A01_G001_0037_ch2
,20200720__A01_G001_0038_ch2,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.09,2200,20200817,09:30:42,2,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200720'), ('filename', '20200720__A01_G001_0038_ch2.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 96), ('path', '/Users/cudmore/data/20200720/20200720__A01_G001_0038_ch2.tif')])",1,0.3977476346942534,0.3977476346942534,96,800,800,,,96,740,740,/Users/cudmore/data/20200720/aicsAnalysis/20200720__A01_G001_0038_ch2
,20200720__A01_G001_0039_ch2,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.09,2200,20200817,09:31:04,2,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200720'), ('filename', '20200720__A01_G001_0039_ch2.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 96), ('path', '/Users/cudmore/data/20200720/20200720__A01_G001_0039_ch2.tif')])",1,0.3977476346942534,0.3977476346942534,96,800,800,,,96,740,740,/Users/cudmore/data/20200720/aicsAnalysis/20200720__A01_G001_0039_ch2
,20200720__A01_G001_0040_ch2,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.09,2200,20200817,09:33:34,2,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200720'), ('filename', '20200720__A01_G001_0040_ch2.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 96), ('path', '/Users/cudmore/data/20200720/20200720__A01_G001_0040_ch2.tif')])",1,0.3977476346942534,0.3977476346942534,96,800,800,,,96,740,740,/Users/cudmore/data/20200720/aicsAnalysis/20200720__A01_G001_0040_ch2
,20200720__A01_G001_0041_ch2,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.09,2200,20200817,09:34:00,2,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200720'), ('filename', '20200720__A01_G001_0041_ch2.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 96), ('path', '/Users/cudmore/data/20200720/20200720__A01_G001_0041_ch2.tif')])",1,0.3977476346942534,0.3977476346942534,96,800,800,,,96,740,740,/Users/cudmore/data/20200720/aicsAnalysis/20200720__A01_G001_0041_ch2
,20200720__A01_G001_0042_ch2,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.09,2200,20200817,09:34:23,2,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200720'), ('filename', '20200720__A01_G001_0042_ch2.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 96), ('path', '/Users/cudmore/data/20200720/20200720__A01_G001_0042_ch2.tif')])",1,0.3977476346942534,0.3977476346942534,96,800,800,,,96,740,740,/Users/cudmore/data/20200720/aicsAnalysis/20200720__A01_G001_0042_ch2
,20200720__A01_G001_0043_ch2,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.09,2200,20200817,09:36:48,2,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200720'), ('filename', '20200720__A01_G001_0043_ch2.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 96), ('path', '/Users/cudmore/data/20200720/20200720__A01_G001_0043_ch2.tif')])",1,0.3977476346942534,0.3977476346942534,96,800,800,,,96,740,740,/Users/cudmore/data/20200720/aicsAnalysis/20200720__A01_G001_0043_ch2
,20200720__A01_G001_0044_ch2,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.09,2200,20200817,09:37:16,2,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200720'), ('filename', '20200720__A01_G001_0044_ch2.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 96), ('path', '/Users/cudmore/data/20200720/20200720__A01_G001_0044_ch2.tif')])",1,0.3977476346942534,0.3977476346942534,96,800,800,,,96,740,740,/Users/cudmore/data/20200720/aicsAnalysis/20200720__A01_G001_0044_ch2
,20200720__A01_G001_0045_ch2,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.09,2200,20200817,09:37:43,2,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200720'), ('filename', '20200720__A01_G001_0045_ch2.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 96), ('path', '/Users/cudmore/data/20200720/20200720__A01_G001_0045_ch2.tif')])",1,0.3977476346942534,0.3977476346942534,96,800,800,,,96,740,740,/Users/cudmore/data/20200720/aicsAnalysis/20200720__A01_G001_0045_ch2
,20200720__A01_G001_0046_ch2,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.09,2200,20200817,09:40:06,2,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200720'), ('filename', '20200720__A01_G001_0046_ch2.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 96), ('path', '/Users/cudmore/data/20200720/20200720__A01_G001_0046_ch2.tif')])",1,0.3977476346942534,0.3977476346942534,96,800,800,,,96,740,740,/Users/cudmore/data/20200720/aicsAnalysis/20200720__A01_G001_0046_ch2
,20200720__A01_G001_0047_ch2,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.09,2200,20200817,09:40:33,2,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200720'), ('filename', '20200720__A01_G001_0047_ch2.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 96), ('path', '/Users/cudmore/data/20200720/20200720__A01_G001_0047_ch2.tif')])",1,0.3977476346942534,0.3977476346942534,96,800,800,,,96,740,740,/Users/cudmore/data/20200720/aicsAnalysis/20200720__A01_G001_0047_ch2
,20200720__A01_G001_0048_ch2,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.09,2200,20200817,09:41:01,2,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200720'), ('filename', '20200720__A01_G001_0048_ch2.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 96), ('path', '/Users/cudmore/data/20200720/20200720__A01_G001_0048_ch2.tif')])",1,0.3977476346942534,0.3977476346942534,96,800,800,,,96,740,740,/Users/cudmore/data/20200720/aicsAnalysis/20200720__A01_G001_0048_ch2
