path,fileNameBase,f3_param,medianKernelSize,removeBelowThisPercent,removeSmallerThan,analysisDate,analysisTime,channel,tiffHeader,zVoxel,xVoxel,yVoxel,zOrigPixel,xOrigPixel,yOrigPixel,firstSlice,lastSlice,zFinalPixel,xFinalPixel,yFinalPixel,saveBase,algorithm,gaussianKernelSize,thresholdAlgorithm
,20200722__A01_G001_0028_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:54:56,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0028_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0028_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0028_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0029_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:54:56,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0029_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0029_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0029_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0030_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:54:56,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0030_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0030_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0030_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0031_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:54:56,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0031_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0031_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0031_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0032_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:55:13,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0032_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0032_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0032_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0033_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:55:14,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0033_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0033_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0033_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0034_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:55:14,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0034_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0034_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0034_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0035_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:55:14,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0035_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0035_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0035_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0036_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:55:14,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0036_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0036_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0036_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0037_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:55:14,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0037_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0037_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0037_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0038_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:55:24,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0038_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0038_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0038_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0039_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:55:29,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0039_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0039_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0039_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0040_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:55:29,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0040_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0040_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0040_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0041_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:55:29,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0041_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0041_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0041_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0042_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:55:29,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0042_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0042_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0042_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0043_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:55:29,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0043_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0043_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0043_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0044_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:55:36,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0044_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0044_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0044_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0045_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:55:44,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0045_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0045_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0045_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0046_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:55:44,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0046_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0046_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0046_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0047_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:55:44,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0047_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0047_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0047_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0048_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:55:44,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0048_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0048_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0048_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0049_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:55:44,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0049_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0049_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0049_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0050_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:55:47,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0050_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0050_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0050_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0051_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:55:59,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0051_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0051_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0051_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0052_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:56:00,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0052_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0052_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0052_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0053_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:56:00,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0053_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0053_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0053_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0054_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:56:00,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0054_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 72), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0054_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,72,800,800,,,72,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0054_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
,20200722__A01_G001_0055_ch1,"[[5, 0.001], [8, 0.001]]","(2, 2, 2)",0.1,400,20200817,10:56:00,1,"OrderedDict([('enclosingFolder3', 'cudmore'), ('enclosingFolder2', 'data'), ('enclosingFolder1', '20200722'), ('filename', '20200722__A01_G001_0055_ch1.tif'), ('xVoxel', 0.3977476346942534), ('yVoxel', 0.3977476346942534), ('zVoxel', 1), ('unit', 'micron'), ('xPixels', 800), ('yPixels', 800), ('zPixels', 9), ('path', '/Users/cudmore/data/20200722/20200722__A01_G001_0055_ch1.tif')])",1,0.3977476346942534,0.3977476346942534,9,800,800,,,9,740,740,/Users/cudmore/data/20200722/aicsAnalysis/20200722__A01_G001_0055_ch1,cellDen,"(1, 1, 1)",threshold_remove_lower_percent
